OriginalTweet,Attitude,Emotion
@mfa_russia @RusembUkraine @MFA_Ukraine @MFATurkiye @StateDept @RusEmbUSA @RussianEmbassy @AmbRusFrance @francediplo You guys managed to turn ?? from a regional power to a vassal of ?? in a couple of days,0,0
"@AMShowNZ If Ukraine were to go into Russia and attack civilians then we'd have blood on our hands. If Ukraine is only going to stop the attacks on their own civilians, which can only be achieved by attacking attackers, then we're saving their babies. They deserve protection.",1,0
"UN suspends Russia from Human Rights Council over alleged atrocities in Ukraine

https://t.co/gBRzvFJIkG",0,0
"@RBoydBarrett Neo-Nazi parties won 2% of the vote in Ukraine, far lower than most other European countries. Zelensky is Jewish. It¡¯s nonsense to try and tar him with the neo-Nazi brush particularly when real Nazis are fighting for Russia which is deploying Nazi-like ideology against Ukraine.",0,0
"@ClareDalyMEP Yes, let's do nothing and let Russia keep committing genocide in Ukraine, great European solidarity.

Then lecture others about how supportive you are.

Why are you defending a nation that attacked a country and committed genocide? What is wrong with u?",1,1
Here we go again....discuss....consider..more blah blah blah from NATO. Just fucking do it. You know Ukraine needs EVERYTHING it can get to defeat Russia since NATO won't back them with no fly zone or military on the ground. https://t.co/AaEFfSfnOJ,1,0
@JoPalmeroB Russia started war against Ukraine. Every day russian soldiers kill hundreds of people. Ukrainians lose their homes. Make a request to authorities not to issue visas to Russians. They've made it apparent that they don't want to be part of civilized world! #StopRussia,1,1
"Egypt ?? Media &amp; Politicians support #Russia's brutal assault on #Ukraine!

And most Ukrainians take Egypt as a tourism destination!
They have spent their money in a country that supports the murdering of Ukrainians!

Children &amp; #Women were Killed!

#Kyiv #Kharkiv #Bucha https://t.co/tR3mxIIij1",1,1
"#Putin #PutinWarCrimes #Russia #Ukraine 
bring to mind an old movie https://t.co/y42OnISQs8",0,0
".@theJagmeetSingh at first presser re #Budget2022: ""We live in a world that feels a lot less safe"". Thank You for understanding. #WhyIvoteNDP #cdnpoli #dentalcare #housingcrisis #climatechange #COVID19 #Ukraine #Russia #supplychain #inflation #healthcare",0,0
"?NEW: Nato members to ramp up supply of ¡®heavy weapons¡¯ to Kyiv

Keep up with the latest updates here?
https://t.co/xjHrHKXB5s https://t.co/tgCnnFgcX5",0,0
"Russia and Ukraine dey fight their fight what dey concern about our economy? Everyday master of economics but we no dey see any changes mtw ?

E-levy | Vice President",0,0
"@anders_aslund This is virtue signalling 

Cutting Russia from SWIFT, stopping paying billions for fuel, and sending lethal weapons to Ukraine would be more worthwhile",1,0
@TheRickWilson Russia militia is murdering thousands of civilians in cold blood¡­ CNN¡­ MSNBC¡­ NY Times journalists are in Ukraine with live videos showing the horrors of Dictator Putin¡¯s lethal commands while Russian militia denies its amoral killings of civilians,1,0
"@MID_RF @varlamov @RusembUkraine @MFA_Ukraine @mod_russia @RussiaUN @rianru @RussiaInUSA @USEmbRu @natomission_ru @RusMission_EU @KremlinRussia Here¡¯s in russian for you, from someone who still had some sense left:

https://t.co/Kp2uSGnqFO",1,0
"@warrensbuffet2 @Taha_Ahmed7 @BP_Supremacy @sninkems @babblin_brooksy @RALee85 And is not reliable because...?

Just in Mariupol Ukraine is losing more men than Russia in the entire war. 
So I'm pretty satisfied.",1,0
Politics is a dirty world. The same countries that are helping Ukraine today will attack them 20 years later and support Russia instead just like with Kosovo. They blame us while keeping a blind eye to vucic whos the prostitute of europe¡­ at night with russia at day with europe,0,1
"MARIUPOL

A cargo of food aid from the Regional Public Fund named after the Hero of Russia Akhmat-Khadzhi Kadyrov has been delivered to the distressed residents of the city of Mariupol.

#Ukraine #Chechens #Mariupol 

https://t.co/B1yupmMShx",0,0
"A key ingredient in the electronics we rely on has doubled in price.

MORE: https://t.co/OoI9iZkCR8 https://t.co/4hnOXbjkbL",0,0
@TheInsiderPaper This tweet is Russian Propaganda. If Ukraine were currently part of NATO now Russia would have never crossed their own border.,1,0
"@mtracey Just think, if Russia didn't invade Ukraine, no one could get a PR coup against it.",1,0
"""Russia¡¯s unprovoked and unjustified invasion of Ukraine, far from casting the wisdom of NATO expansion into doubt, proves that this policy was necessary,"" @BillClinton writes: https://t.co/FW9cSOdYBz",1,0
Hungary receives nuclear fuel from Russia by air -foreign minister - Reuters #Ukraine  https://t.co/kRH49AWKOH,0,0
"As Russia invades #Ukraine, there are a few subplots that have mostly been left out of the discussion, and for good reason. But as the dust starts to settle and we see what is playing out, some questions are resurfacing. 

Full video: https://t.co/UuA3FMHX9i https://t.co/1G4KPsOhuP",1,0
"¡°#Kremlin spokesman #DmitryPeskov said on Thursday that #Russia had sustained ""significant losses"" in #Ukraine.""We have significant losses of troops,"" Peskov told the British channel Sky News in an interview, ""and it's a huge tragedy for us."" https://t.co/HKuuKKDl61",0,0
"@stz881 @HW08052651 @maxfras @AbraxasSpa Hmmm??
Interesting.

We know about another actor.
The president of Ukraine.
He doesn't say that children should be raped.
It means he is not doing that much ?

Are this also actors?

It's like a new thing in Russia to spread HATE , promote RAPE of children and other things. https://t.co/W6WUMTDSxa",0,1
@SamRamani2 People in Russia with VPNs are learning the truth and telling their friends about #PutinLies on Ukraine. Every VPN download in Russia damages the Russian propaganda machine,0,0
Russia-Ukraine war latest: Kremlin admits ¡®significant¡¯ troop losses; Russia suspended from UN human rights council ¨C live https://t.co/7OhVWEkI5b,0,0
"@nelsondordelly Russian war &amp; occupation against Ukraine is wrong. Israeli war &amp;  occupying Palestine is wrong too. Free Ukraine &amp; Free Palestine. I 
expect disintegration of UN &amp; break up of Security Council. New World order is emerging with China-Russia in one side &amp; US-UK on the other side",1,0
"In just over a week, he adds, we have imposed three rounds of sanctions against Russia. The EU has committed over a billion euro to support Ukraine #JM4006",0,0
@OmnipresentTaco @JusticeTyrwhit @RobertaAAvery @KsiadzFaria @ggreenwald @NewStatesman Zelensky's not going to bend to Russia. Ukraine is fighting for its very existence.,1,0
He explains ¡°The EU made it clear that further military aggression by Russia against Ukraine would result in massive cost for Russia- which is what has happened.¡± #JM4006,0,0
"@iamsweetmaker @paulholbrook5 @WalshFreedom Fighting for freedom and civil rights?  ?
People in Russia &amp; Ukraine, I can understand.
Rioting in the US?  No.",0,0
"@comradebubs @LucasCranach_ @aaprpsouthwest @pawelwargan Sorry. I've studied Russia and Putinism professionally for many decades. Without support (military intelligence, etc) from many countries, all of Ukraine would be obliterated, the way Mariupol is. No way would Russia back off. Putin is aiming for nothing less than annihilation.",0,1
"@ThomMohr @RussianEmbassy @mfa_russia @RusMission_EU @RusembUkraine @mission_russian @BBCWorld @SkyNews @guardian @Telegraph @REESOxford @standardnews think what US wants to do with far-right neo-nazi... US did trarmed&amp;armed Afghan mujahideen who later turned to taliban&amp;Al-Qaeda and we saw the consequences when they return favour. Think of Ukraine that has nuclear power plants, chemical and biological labs, if Azov pay back?",1,1
"@somankra @RF_OSCE @mfa_russia @AmbRusFrance @mod_russia @RusBotWien @RusMission_EU @RusEmbUSA @PLinOSCE @RusBotschaft Zelensky wants American people to pay for Ukraine to get weapons.
He has repeated about the world war 3 senario , he wants to involve NATO .
Sorry he's crazy too and you want war your crazy yourself.

https://t.co/mL7Twy85aB",0,0
@wotpolskija @lapatina_ @ZelenskyyUa For this quote he deserves Noble Peace Prize when Ukraine wins rhe war over kacap russia? I love him!@ZelenskyyUa ??????,1,1
"@JesseFoerster @IAPonomarenko More like Putin vs Ukraine. It's not like WW2 after the tide turned. Stalin could have died and the war continued. But here, Putin is gone and it most likely falls completely apart and they scuttle back to Russia",1,1
Polar science threatens to crack under strain of Russia's war in Ukraine https://t.co/J80OMJxa1o,0,0
Russian-backed hackers broke into Facebook accounts of Ukrainian military officials. https://t.co/YijLPJzUzJ,0,0
Good article on how terribly Russia has waged this war.  https://t.co/jz7W5CabqL,1,0
'Increase in commodity prices exacerbated by Russia- Ukraine conflict' ¨C Bawumia https://t.co/Mgkqgr8kWI,0,0
How would Russia be held accountable if convicted of war crimes? https://t.co/brCB64In9k https://t.co/FvKoE5KDAj,0,1
"Opinion?by @JamesRGorrie

#Beijing and #Moscow have determined that as long as they control the #FoodSupply, they can influence nations.

In this light, the invasion of #Ukraine¡ªproducer of about ? of the world's wheat exports¡ªtakes on a new meaning. https://t.co/plOwJxhgAr",0,0
"https://t.co/VzhqT3lK4Q 

We Always Have News! 
#news 
#UnitedStates  #California  #miami  #joebiden #trump #Tampa  #Chicago #Florida  #Georgia #Texas  #houston #NewYork #truckers #Orlando #manahattan  #hialeah #Tallahassee #law #lawyers #Broward #westpalmbeach #Ukraine #Russia https://t.co/GizUd255q2",0,1
????Of interest to students in @UB_History who want to learn more about Ukraine's rich history and culture and want to better understand Russia's ongoing invasion and occupation of Ukraine https://t.co/xD1KHq31tm,1,0
"Russia has been suspended from the UN security council, amid allegations of war crimes in Ukraine. 

@KateFisherTV reports. 

https://t.co/jyzmdhYvDq",0,0
"@SonicMovie That funny subtle reference on the Russia-Ukraine War ?????? in #SonicMovie2 
Really got me ?
https://t.co/TT3WN3guj6",0,0
"@HabichtJarno You know health is important for every single person. Health and life.And you also know russia takes away ukrainian lives today. 
But you are silent about it. Don't do so. 
Don't condone a genocide that is happenning in Ukraine now.
#askWHOaboutwar 
#WorldHealthDay",1,1
"This is a good sign that #Kherson is no longer on the territory of #Ukraine and that #Russia has no intention of every leaving this area.
#UkraineRussiaWar #UkraineRussianWar #HumanitarianAid https://t.co/LbBXfo4F1M",1,0
"Day 43 of Russia¡¯s full-scale invasion of Ukraine
#StopRussia 
#RussiaWarCrime3 https://t.co/zdUXak4w6P",1,0
@MollyJongFast Putin makes the unthinkable thinkable; his threats to deploy WMDs in Ukraine would likely unleash WW3! Something's seriously wrong with Putin's thinking if he thinks that'd be a viable way to win the war. He forgets about MAD (mutually assured destruction) https://t.co/dON6GKYsWb,1,1
"@Coffefe123 @BoggisCat @blackintheempir We will see what kind of deal they get, but yeah it probably wont be better. But even still, no matter how bad the deal is. Ukraine will come out of this better than Russia. Who are the 2 great powers in this situation?",0,1
"? UN General Assembly suspends Russia from  Human Rights Council over gross and systematic violations of human rights in Ukraine. 

English here--&gt; https://t.co/3ruoJnhuNZ https://t.co/H1udZpWZGa",1,0
Greece: Main opposition reacts to Azov fighter presence in Zelenskyy teleconference #Ukraine #Russia  https://t.co/BndboiyuAU,1,0
Putin's defeat to open doors to 'very nasty' response in desperate bid to save face  https://t.co/b9M1gsr0ED,0,0
"U.N. Suspends Russia From Human Rights Body, Moscow Then Quits https://t.co/5ohFac9NjO",0,0
New story on NPR: The U.S. is stepping up support for Ukraine in its war with Russia https://t.co/1INhTb604f,0,0
"@2_goosey @BenBarbossa @mariamposts He said what he said. 

Russia.  

Ukraine.  

Keep the f up.",0,1
How can a foreign entity like live me sensor me in Canada I talk and I¡¯m talking about the war crimes in Russia and Ukraine war and I¡¯ve been censored,1,1
Ukraine Shot Down One of Russia¡¯s Most Advanced Fighter Jets - Popular Mechanics https://t.co/AbH6d1uMAX,0,0
@dannajoy @RegisterdVoter @souix55 @IAPonomarenko @POTUS Ukraine recieved most of the weapons and training it is now using against Russia when Trump was in office. Why do so many Americans not know what their own politicians are doing? Reminds me more and more of Russia.,1,1
"""UN suspends Russia from human rights body as Ukraine continues to deal with toll of war""  https://t.co/1oly71H1cI",0,0
"The US gov't &amp; its media and NGO allies' presentation of the Ethiopia &amp; Eritrea/TPLF war is just as shady, cherry picked and manipulative as their portrayal of the Russia-Ukraine war. https://t.co/iqzZyi2Epe",0,0
@Officialloiuse Russia started war against Ukraine. Every day russian soldiers kill hundreds of people. Ukrainians lose their homes. Make a request to authorities not to issue visas to Russians. They've made it apparent that they don't want to be part of the civilized world! #StopRussia,1,1
@AOC Putin makes the unthinkable thinkable; his threats to deploy WMDs in Ukraine would likely unleash WW3! Something's seriously wrong with Putin's thinking if he thinks that'd be a viable way to win the war. He forgets about MAD (mutually assured destruction) https://t.co/dON6GKYsWb,1,1
"Ukrainian official says Russia struck crucial railway overpass, blocking evacuation route https://t.co/JQ7oDErBUD",0,0
@Officialloiuse Russia started war against Ukraine. Every day russian soldiers kill hundreds of people. Ukrainians lose their homes. Make a request to authorities not to issue visas to Russians. They've made it apparent that they don't want to be part of the civilized world! #StopRussia,1,1
"@LaborwaveCCCP @meatballsubzero Source:
https://t.co/CR13JvR5en https://t.co/nprHH5K93c",0,0
Germany intercepts Russian talk of indiscriminate killings in Ukraine https://t.co/QDRFMBBn3f,1,0
"? Satellite imagery has shown that Russian aircraft have been relocated from airfields in Belarus to airfields in the Bryansk region of Russia bordering NE Ukraine. Fighter jets, helicopters and transport aircraft can be seen at the airfields.",0,0
"It comes with no surprise that within Russia, less protest against war in Ukraine indirectly means people in Russia approve the war. #UkraineRussianWar",1,1
The right move! U.N. removes Russia from human rights panel after reported atrocities in Ukraine - Los Angeles Times https://t.co/gMLLcmEHru,1,1
@Officialloiuse Russia started war against Ukraine. Every day russian soldiers kill hundreds of people. Ukrainians lose their homes. Make request to authorities not to issue visas toRussians. They've made it apparent that they don't want to be part of civilized world! #StopRussia,1,1
"Russia wants to occupy all of Donbas till May 9, - the ex-representative of the State Department of the USA concerning Ukraine @kvolker
At the same time, he noted that the Russian armed forces are not in very good condition.",0,0
"UN suspends Russia from human rights council, US and NATO promise more weapons for Ukraine https://t.co/lTr5Ydsasc",1,0
"Ukraine's President Zelenskyy speaks to Arnab Goswami about Russia's inv... https://t.co/ncgsZ6gdKG via @YouTube 

Arnab asks some of the most penetrating questions that NO WESTERN LEADER WILL EVEN BEGIN TO ASK
its so refreshing to have a serious major journalist's independence",0,0
"@KyivIndependent Because of propaganda in Russia which presents you as a threatening enemy and not as a free country, because of Putin and Medenski who deny Ukraine to be an historical country and then permit Russians to think you are not their equals.  Imperialism = submission or death",1,1
The U.N. General Assembly voted to suspend Russia from its Human Rights Council amid allegations of war crimes in Ukraine. (via @PmcdonnellLAT and @LauraKingLAT for @latimes) https://t.co/5S7HWrGxOx,1,0
Ukrainian soldier who helped push Russia back predicts chemical attacks https://t.co/kYQzHIZZGs,1,0
"'In #Russia, the #film about the war ""Only Old Men Go to Battle"" was #banned for showing, because not only are the main characters  #Ukrainian #pilots, but also beautiful #folk #songs are sung in #Ukrainian.'

#Ukraine #Prevails #?? #?

#whotheFisputin #wipeout #putin #russia https://t.co/R2hdijyGvd",1,0
"This crusade against Russia in Ukraine is not only the West's last, but one it is bound to lose: 
https://t.co/5JXfpsMmUq #USA #Russia #France #Germany #Poland",0,0
? Russia has deployed air-dropped POM-3 anti-personnel mines in Ukraine. They use seismic sensors to detect footsteps and have a range of 50ft.,0,0
U.S. and Allies Impose Additional Severe Costs on Russia for Atrocities in Ukraine https://t.co/STY79p4gCI | by @SheppardMullin,0,0
@mfa_russia @RusembUkraine @MFA_Ukraine @MFATurkiye @StateDept @RusEmbUSA @RussianEmbassy @AmbRusFrance @francediplo We support ??,1,1
@UKR_Report Are they really ¡°significant¡± tho? Russia did considerable damage in Ukraine but can¡¯t close the deal there. China¡¯s navy is puny and they can forget about being any kind of challenge to US carrier strike groups,1,1
"U.S. Congress votes to strip Russia's trade status, ban oil and gas imports after atrocities in Bucha

https://t.co/8xag2G3OfM",0,0
@HillaryClinton Putin makes the unthinkable thinkable; his threats to deploy WMDs in Ukraine would likely unleash WW3! Something's seriously wrong with Putin's thinking if he thinks that'd be a viable way to win the war. He forgets about MAD (mutually assured destruction) https://t.co/dON6GKYsWb,0,0
"@swartgevaar1 @ArmchairW @RWApodcast Russia can¡¯t operate at Night.  Ukraine has no stealth and no anti-radar weapons yet Russia can¡¯t achieve air superiority. Many of Russia modernized tanks have 30 year old technology. Individual soldiers don¡¯t have optics, communication, armor, night vision.",0,0
"Our nationalism may be different from yours. We want to regain the strength of Kyivan Rus. At the level of other countries to live freely.

 They tried to erase Ukraine. And they have done it so far in Russia. There they took our whole history. Everything they liked.",1,1
"I do not want to live in Russia. I was there for more than a year. Ukraine is a country of freedom. Our spirit. We were persecuted, shot, burned, but we survived. Are we Nazis or nationalists? Does anyone have the right to tell us that we must stop being nationalists?",1,1
"die,to stop the horde here, to push them away - we need support and help. Now the whole world is on our side. For the first time in the history of Ukraine, everyone supported us. But the fear of Russia will lead to weak support for Ukraine and it will end in enslavement, slavery.",1,1
Germany intercepts Russian talk of indiscriminate killings in Ukraine https://t.co/FJQTgZOVym,1,0
"@mfa_russia @RusembUkraine @MFA_Ukraine @MFATurkiye @StateDept @RusEmbUSA @RussianEmbassy @AmbRusFrance @francediplo .@KremlinRussia_E is but a wicked predator caught in the act, that weaseled his way into his position by disguising himself as a protector.  
https://t.co/C4NbHb5I2z",0,0
"I was wondering why the CAT-UXO website had over 5000 visitors today, then I came across this, nice link 
@johnismay, thanks (I wonder where the HRW got their info/images from): https://t.co/QebivQ6Grr",0,0
"Ukraine LIVE: 24,000 Russian troops flee as US sends in new lethal switchblade drones https://t.co/8RgHcivSt9",0,0
"@Esagramma_56 @Taha_Ahmed7 @BP_Supremacy @sninkems @babblin_brooksy @RALee85 https://t.co/NHwvVHE9xC is less reliable than the source I posted, try again

How do you feel about Russia losing as many troops in 1 month in Ukraine as USSR lost in 10 years in Afghanistan, is that Putins plan C? ?",1,0
THE LAST STAND: Footage of LONE Ukrainian tank taking on ENTIRE Russian convoy goes viral #SmartNews  https://t.co/5HUWA0gQPP,0,0
"There was brutal censorship. Books were not published, edited. It was Russia, not Ukraine, that was forced to write. Glorify Soviet power and Russia.
1932-33 The Holodomor Genocide. Information can be obtained from the official website.",0,0
"@ZelenskyyUa @UN_HRC Russia will never seek for peace. 
Putin is escalating the war every day.
He must be militarily defeated very badly. 
His aim is to occupy as many areas as possible on the East and south and if he achieves this he will stay there.
NATO must intervene militarily in Ukraine.",1,0
"On February 4th, in a joint statement, Russia and China affirmed that their new strategic relationship was superior to any political or military alliance of the Cold War era.

It doesn't get much clearer than that.

https://t.co/jRPneMVhWi",0,0
"Drawing on his experience of working in more than 40 conflict zones, @BartonWorks sees signs that could expedite peacebuilding in #Ukraine. https://t.co/dBN7bN5jgC",0,0
"@rapto333red @mtracey Russia may or may not be responsible for some of the deaths in this village.

Ukraine also may or may not be responsible for them.

Unless there is an impartial investigation with due process, it's only smoke and mirrors and, quoting you, just some random articles and links.",0,0
@Paleface_69 @lyleleander @fjorduna12 @IAPonomarenko The UK lost 459 soldiers in 20 years in Afghanistan- Russia admits its lost ¡°thousands¡± in six weeks. Russia must be feeling some level of humiliation- it¡¯s army is clearly a paper tiger when up against a determined Ukraine armed by NATO with only basic weaponry. 1/2,1,0
"@GrayConnolly Has Russia bombed roads/rails near the Polish border in Ukraine to prevent arms supply, and it not, why not?",0,0
"@PrisonPlanet Does anyone know what her stance is on the war in Ukraine?  Does she sympathize with Russia? Or does she not have an opinion on the matter, which would mean that she¡¯s a Russian sympathizer¡­ I would like to know.",1,1
Russia kicked out of UNSC | The Australian  https://t.co/8n5Em2I4AS,1,0
"Translation. . .

F*ck you Nazis, you killed my parents.

#UkraineWar #Ukraine #Russia https://t.co/LoTmlJquhE",1,1
Necessary friends: Turkey¡¯s improving relationship with the West: #Russia¡¯s war on #Ukraine has allowed Turkey to begin to rebuild its relationship with the West. Brussels and Ankara both need to make sacrifices to continue this process and protect their¡­ https://t.co/2HyjF6jy0R https://t.co/7Hy47FZqJw,1,0
"@vonderleyen If you took a firm stand against Russia in Syria you would not be faced with the destruction of Ukraine today! Congratulations on being shortsighted and for engineering a war on your doorsteps! Congratulations on the Millions of White Ukrainian refugees, Bravo! Keep Modeling!",1,1
@Command33r @FirstSquawk Actually deeply intuned with the situation. Let Russia handle those neo nazis and take what they want. Ukraine is trash,0,1
@coniinthegarden @BenBarbossa @mariamposts Ukraine has been a sovereign nation since 1991. Russia has no right whatsoever to make claims on its right to exist. Its history before that is entirely irrelevant.,1,0
"US media 'ginning up' Americans for war with Russia, latest on Ukraine: ... https://t.co/9SAnhyszBj via @YouTube",0,0
@RussiaUN @mfa_russia @mission_russian @mission_rf @RussianEmbassy @AmbRusFrance @EmbajadaRusaRu @EmbassyofRussia @UNCANews @Interaffairs @UN_News_Centre You were suspected from the HRC for atrocities against Ukraine. The only other country to get this suspended was Libya. https://t.co/Kt7Ib8tHvH,1,0
Russia serviceman with quadcopter and a Quad vehicle #Ukraine #UkraineRussiaWar #Russian #NATO #war #news  #ukraina #ukrainewar #usa #putin #biden https://t.co/zhRCjZ8mNo,0,0
"@MarkAle63922599   Like your relationship with China, do you plan to alert China and Russia to any Ukraine plans to initiate a counter attack against Russian troops?",0,0
"@KimDotcom The solution from some experts in this matter, way before this war, was a three party agreement (Russia, Ukraine and NATO). Proposed by Putin, but denied by NATO. Not bcoz they where against Putin back then, but bcoz western had a tradition of bilateral agreements only¡­",0,0
European Union approves fifth round of sanctions against Russia https://t.co/Dcl40EXeTh #Ukraine #UkraineRussiaWar  #UkraineUnderAtta§ãk #UkraineWar,0,0
"??SAY NO TO RUSSOPHOBIA??
I support Ukrainian ?? people but I can't support #RUSSOPHOBIA, people ??? are not all the same!
Think about this. 
#Russia  #Russophobia #Ukraine #US  #China #Ucrania  #Kiev #China #OTAN https://t.co/aZjBTr4pbs",1,1
Putin Continues To Lie To The Russian People and The World. https://t.co/jAxTIZBY06,1,0
@Osinttechnical Hard to imagine what the brave people of Ukraine must be going through every day. The world needs to come together with sanctions and actions that make this war impossible for Russia to continue with,1,1
"@Marcel_Meijvis @DavidIviaus Under Obama he sent literally nazis money then Trump sent them weapons. Putin warned in 2016 that bringing Ukraine into nato is a read line google ""nyet means nyet"" also eastern Ukraine voted to become part of Russia again in 2016 and putin told them no. Zelenskyy is a US puppet",1,0
"? Representatives of the Arab League met with the Foreign Ministers of Russia, Poland and Ukraine in recent days to discuss methods to deescalate the war in Ukraine.",0,0
"CHAPTER 2 
Finland is seeking to join NATO. According to the Russian investigation, Ukraine fired 3 Tochaku missiles to Belgorod on March 29. Russia conducted an airstrike near Slovyansk. UN suspends Russia from the HRC.",0,0
"@WSJ @WSJopinion @DanHenninger This war is bigger than Ukraine. A win by Russia will only embolden autocratic nations to extend their territories.  The invasion of Crimea in 2014 was the trial run, and NATO failed that test miserably.  Another fail will increase the likelihood of a world war.",1,0
@BarackObama @POTUS @welcomeus Putin makes the unthinkable thinkable; his threats to deploy WMDs in Ukraine would likely unleash WW3! Something's seriously wrong with Putin's thinking if he thinks that'd be a viable way to win the war. He forgets about MAD (mutually assured destruction) https://t.co/dON6GKYsWb,1,1
"@lromao_ptbr @Ania16518459 @RusEmbUSA @mfa_russia @nytimes @mod_russia @StateDept @KremlinRussia_E @jrpsaki @DeputySecState @ShaolinTom @UnderSecStateP 1. What does this have to do with how much support a far right-wing parties in Ukraine get vs what they get in Russia?

2. I thought you spoke on behalf of ¡°everybody¡± but it looks like you don¡¯t even speak on behalf of your government?",1,1
"Join @lapatina_ , @ShaarH and me, in the Twitter spaces at 19:00 EET on April 8. We'll talk about what Russia did to Allepo in Syria and Mariupol in Ukraine.
@3fra2_hashem, get well soon ? https://t.co/E92qjPXwck",0,0
NATO urging members to send 'heavier weapons' to Ukraine in fight against Russia https://t.co/zxfiDNn6ZS via @YahooNews,1,0
According to the embassy of Russia in Bangladesh many Bangladeshi wants to join their army to fight in Ukraine! Quite interesting development! https://t.co/w9x4GUM2sI,1,1
"US ends normal trade ties with Russia over Putin's Ukraine invasion 
 https://t.co/F2RV16mqu8",0,0
Russia vs Ukraine https://t.co/oxWGZaoJZ6,0,0
@tha_axiom And they will blame Russia and Ukraine while the bottle of Sunflower oil at Boxer Superstores says product of South Africa.,0,0
"@guilhem_adrian @twinkdecider @BondWolfie ¡°Mobile Crematoriums¡± is the war crime people are concerned with.  Sorry to inform you about that.

https://t.co/ymAoDJZVeZ",1,1
"@gabrielquotes @ku2rab @rabbijilljacobs @PeterBeinart I hear Russia claims they invaded Ukraine for the express purpose of removing ""Nazis""",1,1
"#Ukraine: #Italy ready for new sanctions on Russia, even on energy - Draghi - English - https://t.co/eDXd77RTEi https://t.co/hzXizGjdB1",0,0
@Ukraine @pinkfloyd Glory Glory @Russia,0,1
"@GbengaWemimo Wow! Wow!! Wow!!! I thought people like this no longer exist. Omo, I was apprehensive to read the ending. Guy, I'm praising God on your behalf. This is serious Ukraine vs Russia war!",0,1
"@Amb_Ulyanov Information warfare is not necessary, Ambassador .. When Putin easily attacks, kills, in Ukraine, Syria and even with his opponents in Russia ... you are shouting that everyone is lying except Putin",1,1
#Ukrainecrisis Russia admits to significant troop losses in Ukraine https://t.co/4JRD6u0IzD,0,0
"@visegrad24 Putin must be feeling real smart invading Ukraine right at this moment.
- Finland &amp; Sweeden possibly joining NATO
- Army in Ruins
- Germany spending money on an actual army.
- Russia is being pumped into medieval times. https://t.co/i9vneMIZzN",0,0
@NoGunsInCanada We made no mistake.  This is between Russia and Ukraine.,0,0
¡®The new Auschwitz¡¯: Ukraine accuses Russia of turning Mariupol into a ¡®... https://t.co/OxItSp9aiN via @YouTube,0,0
@dpa_live @dpa @badischezeitung There is no space on earth for ruthless Russian murderers like #Putin and his army! Hunt them down and bring them to justice! Shame on #Scholz delaying heavy weapons and air defense for Ukraine! Boycott Russia NOW!,0,1
"Since Russia's invasion of Ukraine, the internet has been rife with videos and images from the front lines. The steady flow of information makes things harder for Russia's propagandists, says @jsrailton. 

https://t.co/UedNSnV8R5",1,0
"The vast majority of ""socialist"" organizations in America are parroting the ""Both Sides"" garbage about Ukraine and Russia, especially Trotskyist organizations. https://t.co/zobxamPn1o",1,0
"@Hyhshs10 @MassimoAhmad @Levi_godman No, its not about hostile or not if they enter nato it means NATO can deploy forces there which is a HUGE security risk for Russia and its really a bad time for this its not a good idea to add fuel to the fire  if they want to join NATO do it after Ukraine not now its really bad",0,0
"@SamuelHero6 @RussiaUN @mfa_russia @mission_russian @mission_rf @RusEmbUSA @RussianEmbassy @EmbassyofRussia @evjournalist @white_lenka @UN_News_Centre @pass_blue Right now, Russia is blocking ships with grain coming from Ukraine in the Black Sea. Good luck with a friend like that.",1,1
Russia-Ukraine war latest: Kremlin admits ¡®significant¡¯ troop losses; Russia suspended from UN human rights council ¨C live https://t.co/ppjZLlgmtb,0,0
"@I_pasquini1 @mariagraziasari @sealsniper_urt @mfa_russia @rusembitaly @ItalyinRussia @ForeignPolicyIT @Italia__Russia @ItalyMFA @ItalyatOSCE @Pontifex_it Get your facts right.

14000 is for the total on both sides (Ukraine vs DNR/LNR) military and civilians combined.

4500 Urkaine army
5500 DNR/LNR/Russian/Serbs

4000 civilians on both sides (highest in 2014-2015) 

UN report 2020:
https://t.co/84lZRhV0Wr

https://t.co/I16xfJkAFw",0,0
"@IanSmit29744947 @mfa_russia @RusembUkraine @MFA_Ukraine @MFATurkiye @StateDept @RusEmbUSA @RussianEmbassy @AmbRusFrance @francediplo Accept what?? The DEMANDS from people who¡¯ve raped, tortured, murdered, mutilated babies and children. They don¡¯t get to make demands. They get to GF themselves is what they get.",1,1
"@PyreDruid @eechaze @Kasparov63 It's not the nukes that are the issue.  It's the assurances of protection that the US, UK and Russia gave Ukraine.",0,0
New story on NPR: The U.S. is stepping up support for Ukraine in its war with Russia https://t.co/AtHNCkEF0p,0,0
"Latest Update - 2045GMT - 7th April
#RussiaUkraineWar #Russia #Ukraine",0,0
"4/4
According to Sikorski, analyzing the behavior of Russian politicians, Poland considered Russia's war against Ukraine quite probable, as it happened.",1,0
"Goodnight #Ukraine. For Russia, killing the living isn't enough. They're now shelling the dead. City of Chernihiv. https://t.co/0h3fCXBoZE",1,1
"@Michael_L17 @mfa_russia @RusembUkraine @MFA_Ukraine @MFATurkiye @StateDept @RusEmbUSA @RussianEmbassy @AmbRusFrance @francediplo Sure. Though I'm doing the same, but I guess what I know is all bullshit. 
The sanctions are just damaging the West, Russia is doing well and will continue to do so. They've got smart people over there, unlike all the slaves of Washington we've got in Europe.
Keep your opinion.",0,1
